id;description;date_operation;montant;operationcategorie_id
8782;Logement. eau. électricité. gaz et autres combustibles;2013-05-28;-460.56;10
8783;Loyers d'habitation réels;2013-05-28;-212.82;11
8784;Loyers d'habitation imputés;2013-05-28;97.50;12
8785;Entretien et de réparation du logement;2013-05-28;-82.85;13
8786;Adduction d'eau et autres services relatifs au logement;2013-05-28;58.12;14
8787;Électricité. gaz et autres combustibles;2013-05-28;-385.12;15
8788;Ameublement. équipement ménager et entretien courant de la maison;2013-05-28;158.44;16
8789;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-05-28;-208.95;17
8790;Articles de ménage en textile;2013-05-28;448.30;18
8791;Appareils ménagers;2013-05-29;166.35;19
8792;Verrerie. vaisselle et ustensiles de ménage;2013-05-29;-397.95;20
8793;Outillage pour la maison et le jardin;2013-05-29;-411.97;21
8794;Biens et services pour l'entretien courant du logement;2013-05-29;-42.59;22
8795;Santé;2013-05-29;-349.67;23
8796;"Produits et appareils thérapeutiques; matériel médical";2013-05-29;377.50;24
8797;Services de consultation externe;2013-05-29;-466.18;25
8798;Services hospitaliers;2013-05-29;-415.87;26
8799;Transports;2013-05-29;-454.03;27
8800;Achats de véhicules;2013-05-29;-318.07;28
8801;Utilisation de véhicules personnels;2013-05-30;160.11;29
8802;Services de transport;2013-05-30;-402.89;30
8803;Communications;2013-05-30;-315.24;31
8804;Communications;2013-05-30;424.30;32
8805;Loisirs et culture;2013-05-30;-149.43;33
8806;Équipements audiovisuels. photographiques et informatiques;2013-05-30;-106.69;34
8807;Autres biens durables importants du domaine des loisirs et de la culture;2013-05-30;-250.18;35
8808;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-05-30;46.67;36
8809;Services récréatifs et culturels;2013-05-30;372.53;37
8810;Édition. presse et papeterie;2013-05-30;-496.10;38
8811;Voyages à forfait;2013-05-31;-360.21;39
8812;Enseignement;2013-05-31;-9.02;40
8813;Enseignement;2013-05-31;-465.11;41
8814;Restaurants et hôtels;2013-05-31;-36.22;42
8815;Services de restauration;2013-05-31;-247.84;43
8816;Services d'hébergement;2013-05-31;114.50;44
8817;Autres biens et servicesDocumentation des articles;2013-05-31;-111.15;45
8818;Soins personnels;2013-05-31;85.29;46
8819;Effets personnels n.d.a.;2013-05-31;221.89;47
8820;Protection sociale;2013-05-31;-492.65;48
8821;Assurances;2013-06-01;-499.27;49
8822;Services financiers n.d.a;2013-06-01;-65.78;50
8823;Autres services n.d.a;2013-06-01;-219.98;51
8824;Produits alimentaires et boissons non alcoolisées;2013-06-01;470.35;1
8825;Produits alimentaires;2013-06-01;-386.68;2
8826;Boissons non alcoolisées;2013-06-01;-87.62;3
8827;Boissons alcoolisées et tabac;2013-06-01;-84.36;4
8828;Boissons alcoolisées;2013-06-01;109.72;5
8829;Tabac;2013-06-01;-497.40;6
8830;Articles d'habillement et articles chaussants;2013-06-01;319.16;7
8831;Articles d'habillement;2013-06-02;237.51;8
8832;Articles chaussants;2013-06-02;-288.36;9
8833;Logement. eau. électricité. gaz et autres combustibles;2013-06-02;-141.72;10
8834;Loyers d'habitation réels;2013-06-02;20.55;11
8835;Loyers d'habitation imputés;2013-06-02;-296.02;12
8836;Entretien et de réparation du logement;2013-06-02;-168.13;13
8837;Adduction d'eau et autres services relatifs au logement;2013-06-02;-225.81;14
8838;Électricité. gaz et autres combustibles;2013-06-02;55.29;15
8839;Ameublement. équipement ménager et entretien courant de la maison;2013-06-02;195.99;16
8840;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-06-02;-152.51;17
8841;Articles de ménage en textile;2013-06-03;-103.08;18
8842;Appareils ménagers;2013-06-03;-52.14;19
8843;Verrerie. vaisselle et ustensiles de ménage;2013-06-03;277.04;20
8844;Outillage pour la maison et le jardin;2013-06-03;185.75;21
8845;Biens et services pour l'entretien courant du logement;2013-06-03;-277.46;22
8846;Santé;2013-06-03;101.36;23
8847;"Produits et appareils thérapeutiques; matériel médical";2013-06-03;-429.43;24
8848;Services de consultation externe;2013-06-03;-93.01;25
8849;Services hospitaliers;2013-06-03;271.76;26
8850;Transports;2013-06-03;-84.30;27
8851;Achats de véhicules;2013-06-04;328.24;28
8852;Utilisation de véhicules personnels;2013-06-04;-81.21;29
8853;Services de transport;2013-06-04;326.72;30
8854;Communications;2013-06-04;69.25;31
8855;Communications;2013-06-04;-423.57;32
8856;Loisirs et culture;2013-06-04;332.11;33
8857;Équipements audiovisuels. photographiques et informatiques;2013-06-04;489.64;34
8858;Autres biens durables importants du domaine des loisirs et de la culture;2013-06-04;-364.32;35
8859;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-06-04;358.98;36
8860;Services récréatifs et culturels;2013-06-04;427.21;37
8861;Édition. presse et papeterie;2013-06-05;-223.56;38
8862;Voyages à forfait;2013-06-05;168.12;39
8863;Enseignement;2013-06-05;-238.05;40
8864;Enseignement;2013-06-05;-121.00;41
8865;Restaurants et hôtels;2013-06-05;-177.06;42
8866;Services de restauration;2013-06-05;-131.10;43
8867;Services d'hébergement;2013-06-05;320.58;44
8868;Autres biens et servicesDocumentation des articles;2013-06-05;-395.04;45
8869;Soins personnels;2013-06-05;-274.52;46
8870;Effets personnels n.d.a.;2013-06-05;-198.23;47
8871;Protection sociale;2013-06-06;-214.69;48
8872;Assurances;2013-06-06;155.15;49
8873;Services financiers n.d.a;2013-06-06;24.12;50
8874;Autres services n.d.a;2013-06-06;-332.56;51
8875;Produits alimentaires et boissons non alcoolisées;2013-06-06;22.41;1
8876;Produits alimentaires;2013-06-06;440.44;2
8877;Boissons non alcoolisées;2013-06-06;135.83;3
8878;Boissons alcoolisées et tabac;2013-06-06;-369.34;4
8879;Boissons alcoolisées;2013-06-06;476.40;5
8880;Tabac;2013-06-06;260.50;6
8881;Articles d'habillement et articles chaussants;2013-06-07;204.11;7
8882;Articles d'habillement;2013-06-07;-196.38;8
8883;Articles chaussants;2013-06-07;-80.19;9
8884;Logement. eau. électricité. gaz et autres combustibles;2013-06-07;69.48;10
8885;Loyers d'habitation réels;2013-06-07;180.07;11
8886;Loyers d'habitation imputés;2013-06-07;323.31;12
8887;Entretien et de réparation du logement;2013-06-07;498.08;13
8888;Adduction d'eau et autres services relatifs au logement;2013-06-07;469.62;14
8889;Électricité. gaz et autres combustibles;2013-06-07;494.11;15
8890;Ameublement. équipement ménager et entretien courant de la maison;2013-06-07;318.82;16
8891;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-06-08;-45.93;17
8892;Articles de ménage en textile;2013-06-08;372.26;18
8893;Appareils ménagers;2013-06-08;-130.77;19
8894;Verrerie. vaisselle et ustensiles de ménage;2013-06-08;-209.98;20
8895;Outillage pour la maison et le jardin;2013-06-08;34.04;21
8896;Biens et services pour l'entretien courant du logement;2013-06-08;-449.90;22
8897;Santé;2013-06-08;-285.16;23
8898;"Produits et appareils thérapeutiques; matériel médical";2013-06-08;457.74;24
8899;Services de consultation externe;2013-06-08;-339.18;25
8900;Services hospitaliers;2013-06-08;-252.67;26
8901;Transports;2013-06-09;-11.18;27
8902;Achats de véhicules;2013-06-09;361.42;28
8903;Utilisation de véhicules personnels;2013-06-09;-181.81;29
8904;Services de transport;2013-06-09;-232.98;30
8905;Communications;2013-06-09;61.47;31
8906;Communications;2013-06-09;214.55;32
8907;Loisirs et culture;2013-06-09;-442.40;33
8908;Équipements audiovisuels. photographiques et informatiques;2013-06-09;441.84;34
8909;Autres biens durables importants du domaine des loisirs et de la culture;2013-06-09;162.95;35
8910;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-06-09;-201.28;36
8911;Services récréatifs et culturels;2013-06-10;-57.79;37
8912;Édition. presse et papeterie;2013-06-10;249.52;38
8913;Voyages à forfait;2013-06-10;-122.81;39
8914;Enseignement;2013-06-10;-342.94;40
8915;Enseignement;2013-06-10;-308.47;41
8916;Restaurants et hôtels;2013-06-10;168.65;42
8917;Services de restauration;2013-06-10;25.35;43
8918;Services d'hébergement;2013-06-10;-57.46;44
8919;Autres biens et servicesDocumentation des articles;2013-06-10;-424.33;45
8920;Soins personnels;2013-06-10;133.51;46
8921;Effets personnels n.d.a.;2013-06-11;239.60;47
8922;Protection sociale;2013-06-11;-118.42;48
8923;Assurances;2013-06-11;346.06;49
8924;Services financiers n.d.a;2013-06-11;-180.60;50
8925;Autres services n.d.a;2013-06-11;405.99;51
8926;Produits alimentaires et boissons non alcoolisées;2013-06-11;250.15;1
8927;Produits alimentaires;2013-06-11;453.66;2
8928;Boissons non alcoolisées;2013-06-11;281.39;3
8929;Boissons alcoolisées et tabac;2013-06-11;-336.46;4
8930;Boissons alcoolisées;2013-06-11;-258.29;5
8931;Tabac;2013-06-12;351.45;6
8932;Articles d'habillement et articles chaussants;2013-06-12;-118.49;7
8933;Articles d'habillement;2013-06-12;-438.06;8
8934;Articles chaussants;2013-06-12;-184.73;9
8935;Logement. eau. électricité. gaz et autres combustibles;2013-06-12;-491.67;10
8936;Loyers d'habitation réels;2013-06-12;202.96;11
8937;Loyers d'habitation imputés;2013-06-12;347.99;12
8938;Entretien et de réparation du logement;2013-06-12;-243.24;13
8939;Adduction d'eau et autres services relatifs au logement;2013-06-12;279.26;14
8940;Électricité. gaz et autres combustibles;2013-06-12;283.61;15
8941;Ameublement. équipement ménager et entretien courant de la maison;2013-06-13;-325.22;16
8942;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-06-13;176.49;17
8943;Articles de ménage en textile;2013-06-13;205.22;18
8944;Appareils ménagers;2013-06-13;-376.59;19
8945;Verrerie. vaisselle et ustensiles de ménage;2013-06-13;310.65;20
8946;Outillage pour la maison et le jardin;2013-06-13;180.80;21
8947;Biens et services pour l'entretien courant du logement;2013-06-13;241.21;22
8948;Santé;2013-06-13;345.69;23
8949;"Produits et appareils thérapeutiques; matériel médical";2013-06-13;-180.22;24
8950;Services de consultation externe;2013-06-13;300.31;25
8951;Services hospitaliers;2013-06-14;-450.94;26
8952;Transports;2013-06-14;469.12;27
8953;Achats de véhicules;2013-06-14;30.67;28
8954;Utilisation de véhicules personnels;2013-06-14;106.54;29
8955;Services de transport;2013-06-14;212.67;30
8956;Communications;2013-06-14;348.23;31
8957;Communications;2013-06-14;-466.99;32
8958;Loisirs et culture;2013-06-14;-479.92;33
8959;Équipements audiovisuels. photographiques et informatiques;2013-06-14;420.45;34
8960;Autres biens durables importants du domaine des loisirs et de la culture;2013-06-14;-104.17;35
8961;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-06-15;7.34;36
8962;Services récréatifs et culturels;2013-06-15;344.48;37
8963;Édition. presse et papeterie;2013-06-15;-205.85;38
8964;Voyages à forfait;2013-06-15;102.47;39
8965;Enseignement;2013-06-15;-138.50;40
8966;Enseignement;2013-06-15;-96.62;41
8967;Restaurants et hôtels;2013-06-15;-57.28;42
8968;Services de restauration;2013-06-15;-202.39;43
8969;Services d'hébergement;2013-06-15;-429.23;44
8970;Autres biens et servicesDocumentation des articles;2013-06-15;-376.18;45
8971;Soins personnels;2013-06-16;443.55;46
8972;Effets personnels n.d.a.;2013-06-16;326.24;47
8973;Protection sociale;2013-06-16;-38.38;48
8974;Assurances;2013-06-16;-304.39;49
8975;Services financiers n.d.a;2013-06-16;119.27;50
8976;Autres services n.d.a;2013-06-16;-344.93;51
8977;Produits alimentaires et boissons non alcoolisées;2013-06-16;-2.59;1
8978;Produits alimentaires;2013-06-16;-469.49;2
8979;Boissons non alcoolisées;2013-06-16;-341.06;3
8980;Boissons alcoolisées et tabac;2013-06-16;274.71;4
8981;Boissons alcoolisées;2013-06-17;-160.78;5
8982;Tabac;2013-06-17;-430.46;6
8983;Articles d'habillement et articles chaussants;2013-06-17;-99.96;7
8984;Articles d'habillement;2013-06-17;39.71;8
8985;Articles chaussants;2013-06-17;-468.38;9
8986;Logement. eau. électricité. gaz et autres combustibles;2013-06-17;-12.38;10
8987;Loyers d'habitation réels;2013-06-17;-398.65;11
8988;Loyers d'habitation imputés;2013-06-17;15.96;12
8989;Entretien et de réparation du logement;2013-06-17;126.75;13
8990;Adduction d'eau et autres services relatifs au logement;2013-06-17;404.36;14
8991;Électricité. gaz et autres combustibles;2013-06-18;-344.08;15
8992;Ameublement. équipement ménager et entretien courant de la maison;2013-06-18;498.19;16
8993;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-06-18;-240.64;17
8994;Articles de ménage en textile;2013-06-18;247.51;18
8995;Appareils ménagers;2013-06-18;-19.98;19
8996;Verrerie. vaisselle et ustensiles de ménage;2013-06-18;-5.33;20
8997;Outillage pour la maison et le jardin;2013-06-18;-175.53;21
8998;Biens et services pour l'entretien courant du logement;2013-06-18;-99.91;22
8999;Santé;2013-06-18;-414.33;23
9000;"Produits et appareils thérapeutiques; matériel médical";2013-06-18;-454.39;24
9001;Services de consultation externe;2013-06-19;162.29;25
9002;Services hospitaliers;2013-06-19;397.93;26
9003;Transports;2013-06-19;-295.99;27
9004;Achats de véhicules;2013-06-19;358.50;28
9005;Utilisation de véhicules personnels;2013-06-19;-13.51;29
9006;Services de transport;2013-06-19;446.99;30
9007;Communications;2013-06-19;345.13;31
9008;Communications;2013-06-19;138.51;32
9009;Loisirs et culture;2013-06-19;216.81;33
9010;Équipements audiovisuels. photographiques et informatiques;2013-06-19;-258.75;34
9011;Autres biens durables importants du domaine des loisirs et de la culture;2013-06-20;166.46;35
9012;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-06-20;-264.03;36
9013;Services récréatifs et culturels;2013-06-20;-31.80;37
9014;Édition. presse et papeterie;2013-06-20;-1.17;38
9015;Voyages à forfait;2013-06-20;-0.75;39
9016;Enseignement;2013-06-20;-179.05;40
9017;Enseignement;2013-06-20;-90.79;41
9018;Restaurants et hôtels;2013-06-20;490.42;42
9019;Services de restauration;2013-06-20;-393.26;43
9020;Services d'hébergement;2013-06-20;329.66;44
9021;Autres biens et servicesDocumentation des articles;2013-06-21;68.91;45
9022;Soins personnels;2013-06-21;127.92;46
9023;Effets personnels n.d.a.;2013-06-21;-234.06;47
9024;Protection sociale;2013-06-21;157.42;48
9025;Assurances;2013-06-21;375.37;49
9026;Services financiers n.d.a;2013-06-21;472.86;50
9027;Autres services n.d.a;2013-06-21;-119.52;51
9028;Produits alimentaires et boissons non alcoolisées;2013-06-21;-427.89;1
9029;Produits alimentaires;2013-06-21;122.04;2
9030;Boissons non alcoolisées;2013-06-21;154.80;3
9031;Boissons alcoolisées et tabac;2013-06-22;48.53;4
9032;Boissons alcoolisées;2013-06-22;426.42;5
9033;Tabac;2013-06-22;-231.44;6
9034;Articles d'habillement et articles chaussants;2013-06-22;349.89;7
9035;Articles d'habillement;2013-06-22;-121.85;8
9036;Articles chaussants;2013-06-22;452.58;9
9037;Logement. eau. électricité. gaz et autres combustibles;2013-06-22;-238.43;10
9038;Loyers d'habitation réels;2013-06-22;-360.12;11
9039;Loyers d'habitation imputés;2013-06-22;-238.51;12
9040;Entretien et de réparation du logement;2013-06-22;-371.95;13
9041;Adduction d'eau et autres services relatifs au logement;2013-06-23;-222.36;14
9042;Électricité. gaz et autres combustibles;2013-06-23;428.99;15
9043;Ameublement. équipement ménager et entretien courant de la maison;2013-06-23;-256.31;16
9044;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2013-06-23;-356.51;17
9045;Articles de ménage en textile;2013-06-23;-265.39;18
9046;Appareils ménagers;2013-06-23;-335.02;19
9047;Verrerie. vaisselle et ustensiles de ménage;2013-06-23;304.23;20
9048;Outillage pour la maison et le jardin;2013-06-23;-208.16;21
9049;Biens et services pour l'entretien courant du logement;2013-06-23;-128.42;22
9050;Santé;2013-06-23;470.87;23
9051;"Produits et appareils thérapeutiques; matériel médical";2013-06-24;191.07;24
9052;Services de consultation externe;2013-06-24;-416.83;25
9053;Services hospitaliers;2013-06-24;-402.85;26
9054;Transports;2013-06-24;-327.85;27
9055;Achats de véhicules;2013-06-24;-329.37;28
9056;Utilisation de véhicules personnels;2013-06-24;-26.90;29
9057;Services de transport;2013-06-24;148.11;30
9058;Communications;2013-06-24;32.43;31
9059;Communications;2013-06-24;424.54;32
9060;Loisirs et culture;2013-06-24;-293.38;33
9061;Équipements audiovisuels. photographiques et informatiques;2013-06-25;32.05;34
9062;Autres biens durables importants du domaine des loisirs et de la culture;2013-06-25;499.28;35
9063;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2013-06-25;-247.77;36
9064;Services récréatifs et culturels;2013-06-25;317.25;37
9065;Édition. presse et papeterie;2013-06-25;365.51;38
